epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.8229126930236816,0.90410315990448,0.399800568819046,5e-06,0.6101694703102112,0.6468876600265503,1.0630820989608765
1,0.8217689394950867,0.9095776081085205,0.38824695348739624,5e-06,0.59382563829422,0.6493122577667236,1.1024515628814697
2,0.8358749747276306,0.9147039651870728,0.38234075903892517,5e-06,0.5805084705352783,0.6401049494743347,1.0940821170806885
3,0.8347312211990356,0.9170939922332764,0.3691617548465729,5e-06,0.5889830589294434,0.633522629737854,1.1025028228759766
4,0.8597026467323303,0.9342434406280518,0.32784104347229004,2.5e-06,0.5774818658828735,0.6356774568557739,1.1539772748947144
5,0.8534121513366699,0.9307942390441895,0.3346194922924042,2.5e-06,0.5920096635818481,0.6269104480743408,1.4051958322525024
6,0.8637056946754456,0.936866044998169,0.32423123717308044,1.25e-06,0.5720338821411133,0.6315838098526001,1.4674875736236572
7,0.8694243431091309,0.9433287382125854,0.3034341633319855,1.25e-06,0.5786924958229065,0.6365037560462952,1.3392115831375122
