epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.7241182327270508,0.814144492149353,0.5717042684555054,1e-04,0.5823244452476501,0.621343731880188,0.7526811361312866
1,0.7224022746086121,0.8127522468566895,0.5656623244285583,1e-04,0.5490314960479736,0.5907933712005615,0.8500241041183472
2,0.7222116589546204,0.8184267282485962,0.5562125444412231,1e-04,0.5792978405952454,0.634968101978302,0.7707876563072205
3,0.7235462069511414,0.8185214996337891,0.5537019371986389,1e-04,0.5490314960479736,0.5614895820617676,1.1583008766174316
4,0.7372735738754272,0.8252424001693726,0.5486982464790344,1e-04,0.5605326890945435,0.5936613082885742,0.8482584953308105
5,0.7391801476478577,0.8334847688674927,0.5369962453842163,5e-05,0.5811138153076172,0.6304311156272888,0.7842046618461609
6,0.7477597594261169,0.8430505990982056,0.5258210301399231,5e-05,0.5671913027763367,0.6465843915939331,0.8024840950965881
7,0.7626310586929321,0.856782853603363,0.5086778402328491,5e-05,0.5714285969734192,0.6541204452514648,0.7974496483802795
8,0.7624404430389404,0.8578341007232666,0.50631183385849,5e-05,0.5998789072036743,0.649437427520752,0.8006376624107361
9,0.7723546028137207,0.8625079393386841,0.5011921525001526,5e-05,0.5968523025512695,0.6621527671813965,0.7611978650093079
10,0.7729265689849854,0.8643382787704468,0.49757087230682373,5e-05,0.5998789072036743,0.6600300073623657,0.7545220851898193
11,0.7788369655609131,0.8675556182861328,0.4963449239730835,5e-05,0.5895884037017822,0.6667940616607666,0.8380826711654663
