epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.6850934028625488,0.7664243578910828,0.5974549055099487,1e-05,0.5605326890945435,0.5214860439300537,1.1764562129974365
1,0.6906214356422424,0.778377890586853,0.5754320025444031,1e-05,0.5623486638069153,0.5490827560424805,0.9025678634643555
2,0.7043461799621582,0.7901226878166199,0.5718305706977844,1e-05,0.5635592937469482,0.54366135597229,1.1782385110855103
3,0.6967213153839111,0.7800217270851135,0.5798499584197998,1e-05,0.5702179074287415,0.5650080442428589,0.8639109134674072
4,0.565001904964447,0.5765731930732727,1.232862114906311,1e-05,0.4358353614807129,0.5,21.114662170410156
5,0.6239039301872253,0.66396564245224,0.7316858768463135,1e-05,0.4358353614807129,0.5,17.753124237060547
6,0.6566908359527588,0.71307373046875,0.6956092715263367,1e-05,0.4358353614807129,0.5,13.827444076538086
7,0.6660312414169312,0.7328216433525085,0.6515008211135864,5e-06,0.4358353614807129,0.5,10.852394104003906
8,0.6574532985687256,0.7217181921005249,0.6590460538864136,5e-06,0.4358353614807129,0.5,11.142370223999023
9,0.67556232213974,0.7316351532936096,0.6630027890205383,5e-06,0.4358353614807129,0.5,12.076607704162598
10,0.6765154600143433,0.7425307035446167,0.6326747536659241,2.5e-06,0.4358353614807129,0.5,12.35136890411377
11,0.6772779226303101,0.7446327805519104,0.6322038769721985,2.5e-06,0.4358353614807129,0.5,11.741456985473633
12,0.6845215559005737,0.7450556755065918,0.6283329725265503,2.5e-06,0.4358353614807129,0.5,10.967288970947266
13,0.6704155802726746,0.7376006841659546,0.6290320158004761,1.25e-06,0.4358353614807129,0.5,11.204803466796875
14,0.694433867931366,0.7588068246841431,0.6146596074104309,1.25e-06,0.4358353614807129,0.5,11.378249168395996
15,0.6839496493339539,0.7527806758880615,0.6141489744186401,1.25e-06,0.4358353614807129,0.5,10.555994033813477
16,0.6820434331893921,0.7455905675888062,0.622788667678833,1e-06,0.4358353614807129,0.5,10.13276481628418
17,0.6841403245925903,0.7510303258895874,0.6172118186950684,1e-06,0.4358353614807129,0.5,10.435591697692871
18,0.6921464204788208,0.7559086084365845,0.60793137550354,1e-06,0.4358353614807129,0.5,10.656625747680664
19,0.6723217964172363,0.7427447438240051,0.6242359280586243,1e-06,0.4358353614807129,0.5,10.585901260375977
