backbone,val_loss,val_acc,val_auc,unfreeze_note
vgg16,0.7323802709579468,0.5490314960479736,0.5450741052627563,unfrozen last 4 conv layers
resnet50,0.7263687252998352,0.5320823192596436,0.48327672481536865,unfrozen last ~10 layers
