phase,epochs_run,best_epoch_in_phase,best_epoch_cum,best_val_auc,best_val_accuracy,best_val_loss
v6_full,12,11,11,0.6667940616607666,0.5895884037017822,0.8380826711654663
v6_full_resume,10,13,13,0.68992680311203,0.6150121092796326,0.7850074172019958
v6_finetune,9,2,24,0.6743509769439697,0.5871670842170715,1.0255391597747805
