backbone,val_loss,val_acc,val_auc,unfreeze_note
vgg16,0.9403538107872009,0.555084764957428,0.5719256401062012,unfrozen last 4 conv layers
resnet50,0.9515950679779053,0.5108959078788757,0.48851633071899414,unfrozen last ~10 layers
