epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.6805185079574585,0.7579302787780762,0.5804418325424194,1e-04,0.5447942018508911,0.4855343997478485,0.8205947875976562
1,0.6728936433792114,0.7633280754089355,0.562315821647644,1e-04,0.5484261512756348,0.49270012974739075,0.9941747784614563
2,0.6747998595237732,0.7712277173995972,0.5619663596153259,1e-04,0.5520581007003784,0.4930749535560608,1.3427878618240356
3,0.6713686585426331,0.7735307216644287,0.5567014813423157,1e-04,0.5453994870185852,0.5175608396530151,0.9612154960632324
4,0.6829965710639954,0.779129683971405,0.5580291748046875,1e-04,0.5405569076538086,0.5637868642807007,0.7430445551872253
5,0.6837590336799622,0.7901574373245239,0.5340061783790588,1e-04,0.5296609997749329,0.5418261289596558,0.8341800570487976
6,0.7026305794715881,0.8011792302131653,0.5402083396911621,1e-04,0.5478208065032959,0.5728145837783813,0.7735319137573242
7,0.6953869462013245,0.8026525974273682,0.5283195972442627,1e-04,0.555084764957428,0.580153226852417,0.8041844964027405
8,0.7035836577415466,0.8126872181892395,0.5128981471061707,1e-04,0.5508474707603455,0.5747905969619751,0.8075078725814819
9,0.7148303389549255,0.8210610151290894,0.5071657299995422,1e-04,0.5702179074287415,0.6180123686790466,0.8897364139556885
