epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7479984760284424,0.8510891199111938,0.4800386428833008,0.5472155213356018,0.569203794002533,0.9162660241127014
1,0.7510484457015991,0.8521449565887451,0.46918150782585144,0.5502421259880066,0.570536732673645,0.8852171897888184
2,0.7188333868980408,0.826861560344696,0.5214855670928955,0.5575060248374939,0.5803148746490479,0.8933425545692444
3,0.7525733709335327,0.8581535816192627,0.45578065514564514,0.5653753280639648,0.5965530872344971,0.9251551628112793
4,0.7790697813034058,0.8730111718177795,0.4438212811946869,0.5629540085792542,0.5851745009422302,1.056605339050293
5,0.7762104272842407,0.8746815323829651,0.43325570225715637,0.573244571685791,0.5968466997146606,0.8920758962631226
6,0.7855508923530579,0.886445939540863,0.41599223017692566,0.5460048317909241,0.5757898092269897,0.9379997253417969
7,0.7981318831443787,0.8919731378555298,0.40629613399505615,0.5514527559280396,0.5654126405715942,1.0394519567489624
8,0.8069005012512207,0.8998020887374878,0.3935546278953552,0.5599273443222046,0.5821902751922607,0.9776490926742554
9,0.8154784440994263,0.9051939249038696,0.38541752099990845,0.5708232522010803,0.5804698467254639,1.074751853942871
10,0.7990850210189819,0.8959838151931763,0.4029386639595032,0.5599273443222046,0.5618927478790283,0.8403039574623108
11,0.8078535795211792,0.9046428799629211,0.38638433814048767,0.5520581007003784,0.5682336688041687,0.8681514859199524
12,0.725695788860321,0.8126540184020996,0.5335817933082581,0.5211864113807678,0.5449377298355103,0.7928439974784851
13,0.7748761177062988,0.8684139251708984,0.44932714104652405,0.5260290503501892,0.5887070894241333,1.0215983390808105
14,0.8063286542892456,0.9002978801727295,0.4022042751312256,0.5720338821411133,0.5962706804275513,0.9386118054389954
15,0.8027068376541138,0.89891517162323,0.3983302414417267,0.5332929491996765,0.577616810798645,1.2788726091384888
16,0.8210064768791199,0.9132269620895386,0.37377914786338806,0.5314769744873047,0.541528046131134,1.062738060951233
17,0.7520015239715576,0.8250879049301147,0.6934041380882263,0.5066586136817932,0.5484009981155396,1.3429615497589111
18,0.7378955483436584,0.8348527550697327,0.552181601524353,0.49878934025764465,0.560135006904602,1.5896620750427246
19,0.764201283454895,0.86109459400177,0.4893905520439148,0.509685218334198,0.5804557204246521,1.5429273843765259
20,0.7786885499954224,0.8718593120574951,0.476485937833786,0.573244571685791,0.5892934799194336,1.142359972000122
21,0.7945101261138916,0.8876826763153076,0.4419573247432709,0.5387409329414368,0.5751631855964661,1.6423702239990234
22,0.82443767786026,0.9131828546524048,0.37932005524635315,0.5308716893196106,0.567936360836029,1.2942702770233154
